39, Male, White, Bachelors, Never-married, United-States, State-gov, Adm-clerical, <=50K
32, Male, White, Some-college, Never-married, United-States, Private, Other-service, <=50K
46, Male, White, Some-college, Divorced, United-States, Private, Sales, <=50K
26, Male, White, HS-grad, Never-married, United-States, Private, Other-service, <=50K
20, Female, Asian-Pac-Islander, Some-college, Never-married, Vietnam, Private, Adm-clerical, <=50K
36, Female, White, HS-grad, Married-civ-spouse, United-States, Private, Farming-fishing, <=50K
49, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Exec-managerial, >50K
32, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Exec-managerial, >50K
32, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Prof-specialty, >50K
49, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Craft-repair, >50K
36, Male, White, HS-grad, Never-married, United-States, Private, Transport-moving, <=50K
22, Male, White, Some-college, Never-married, United-States, Private, Other-service, <=50K
52, Female, White, HS-grad, Divorced, United-States, Federal-gov, Adm-clerical, <=50K
42, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Exec-managerial, >50K
72, Female, White, HS-grad, Widowed, United-States, Private, Other-service, <=50K
30, Female, White, Bachelors, Separated, United-States, Local-gov, Prof-specialty, <=50K
44, Male, White, Some-college, Married-civ-spouse, United-States, Private, Handlers-cleaners, <=50K
23, Female, White, Bachelors, Never-married, United-States, Private, Sales, <=50K
22, Male, White, Some-college, Never-married, United-States, Private, Sales, <=50K
59, Male, White, Bachelors, Separated, United-States, Private, Adm-clerical, <=50K
46, Female, White, HS-grad, Divorced, United-States, Private, Prof-specialty, <=50K
30, Male, White, Assoc-voc, Married-civ-spouse, Mexico, Private, Handlers-cleaners, <=50K
64, Female, White, 7th-8th, Widowed, Puerto-Rico, Federal-gov, Other-service, <=50K
31, Female, Black, Some-college, Married-civ-spouse, United-States, Private, Sales, <=50K
64, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Other-service, <=50K
45, Female, White, HS-grad, Never-married, United-States, Private, Machine-op-inspct, <=50K
59, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Machine-op-inspct, >50K
32, Female, Black, HS-grad, Never-married, Jamaica, Private, Adm-clerical, <=50K
43, Male, Amer-Indian-Eskimo, Bachelors, Married-civ-spouse, United-States, Private, Machine-op-inspct, <=50K
23, Male, White, Some-college, Never-married, United-States, Private, Sales, <=50K
49, Male, White, HS-grad, Married-civ-spouse, United-States, Self-emp-not-inc, Craft-repair, <=50K
32, Male, White, 12th, Married-civ-spouse, Mexico, Private, Machine-op-inspct, <=50K
49, Female, White, Assoc-voc, Never-married, United-States, Private, Exec-managerial, <=50K
33, Male, White, Some-college, Divorced, United-States, Private, Prof-specialty, <=50K
28, Female, White, Prof-school, Never-married, United-States, Private, Prof-specialty, <=50K
47, Male, Black, HS-grad, Married-civ-spouse, United-States, Private, Sales, <=50K
41, Male, White, HS-grad, Never-married, United-States, Private, Other-service, <=50K
34, Male, White, Masters, Married-civ-spouse, United-States, Local-gov, Exec-managerial, >50K
25, Female, White, HS-grad, Never-married, United-States, Private, Other-service, <=50K
21, Female, White, Some-college, Never-married, United-States, Private, Sales, <=50K
46, Male, White, 9th, Married-civ-spouse, United-States, Private, Other-service, <=50K
37, Male, Asian-Pac-Islander, 1st-4th, Married-civ-spouse, Cambodia, Private, Craft-repair, <=50K
41, Male, White, Some-college, Married-civ-spouse, United-States, Private, Craft-repair, >50K
44, Male, White, HS-grad, Never-married, United-States, Private, Adm-clerical, <=50K
30, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Tech-support, >50K
54, Male, White, Some-college, Married-civ-spouse, United-States, Private, Machine-op-inspct, <=50K
35, Male, White, HS-grad, Married-civ-spouse, United-States, Self-emp-not-inc, Farming-fishing, <=50K
21, Female, White, Some-college, Never-married, Ecuador, Private, Tech-support, <=50K
35, Male, White, Masters, Married-civ-spouse, United-States, Self-emp-not-inc, Sales, >50K
35, Male, White, Prof-school, Married-civ-spouse, United-States, Private, Prof-specialty, >50K
19, Male, White, Some-college, Never-married, United-States, Private, Craft-repair, <=50K
48, Female, White, HS-grad, Divorced, United-States, Private, Exec-managerial, <=50K
65, Female, White, Some-college, Widowed, United-States, Self-emp-not-inc, Craft-repair, <=50K
40, Male, Black, Bachelors, Separated, United-States, Private, Adm-clerical, <=50K
26, Female, White, HS-grad, Never-married, United-States, Private, Adm-clerical, <=50K
45, Male, White, Some-college, Married-civ-spouse, United-States, Private, Exec-managerial, <=50K
26, Male, White, Some-college, Never-married, United-States, Private, Craft-repair, <=50K
32, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Adm-clerical, <=50K
35, Male, White, Bachelors, Divorced, United-States, Private, Exec-managerial, >50K
22, Male, White, Some-college, Never-married, United-States, Self-emp-not-inc, Craft-repair, <=50K
37, Female, White, Assoc-voc, Separated, United-States, Private, Prof-specialty, <=50K
25, Male, White, Bachelors, Never-married, Mexico, Private, Craft-repair, <=50K
46, Male, White, Assoc-voc, Married-civ-spouse, United-States, Private, Exec-managerial, >50K
30, Male, White, HS-grad, Never-married, United-States, Private, Handlers-cleaners, <=50K
63, Male, White, Assoc-acdm, Divorced, United-States, Private, Exec-managerial, >50K
51, Male, White, HS-grad, Married-civ-spouse, United-States, Local-gov, Protective-serv, >50K
68, Male, White, 7th-8th, Married-civ-spouse, United-States, Self-emp-not-inc, Exec-managerial, <=50K
36, Male, White, Doctorate, Married-civ-spouse, Canada, Private, Prof-specialty, <=50K
28, Male, White, Some-college, Never-married, United-States, Self-emp-inc, Exec-managerial, <=50K
41, Male, White, Some-college, Married-civ-spouse, United-States, Local-gov, Sales, <=50K
47, Male, White, Some-college, Married-civ-spouse, United-States, Private, Prof-specialty, <=50K
22, Female, Black, Some-college, Never-married, United-States, Private, Other-service, <=50K
34, Male, White, Prof-school, Married-civ-spouse, United-States, Self-emp-inc, Prof-specialty, >50K
46, Male, White, Bachelors, Married-civ-spouse, United-States, Federal-gov, Prof-specialty, >50K
28, Female, White, Some-college, Married-spouse-absent, United-States, Private, Adm-clerical, <=50K
36, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Craft-repair, >50K
18, Female, White, Some-college, Never-married, United-States, Private, Sales, <=50K
33, Male, White, Masters, Married-civ-spouse, United-States, Local-gov, Prof-specialty, >50K
51, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Transport-moving, >50K
56, Male, White, HS-grad, Married-civ-spouse, United-States, Self-emp-not-inc, Exec-managerial, <=50K
54, Female, White, HS-grad, Never-married, United-States, Private, Adm-clerical, <=50K
29, Female, Black, HS-grad, Never-married, United-States, Private, Exec-managerial, <=50K
40, Female, Amer-Indian-Eskimo, Some-college, Divorced, United-States, Private, Handlers-cleaners, <=50K
53, Male, White, Masters, Married-civ-spouse, United-States, Private, Exec-managerial, >50K
22, Male, White, HS-grad, Never-married, United-States, Private, Handlers-cleaners, <=50K
33, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Machine-op-inspct, >50K
28, Male, White, HS-grad, Divorced, United-States, Private, Transport-moving, <=50K
63, Female, White, Some-college, Married-civ-spouse, United-States, Private, Prof-specialty, <=50K
53, Male, White, Doctorate, Married-civ-spouse, Germany, Federal-gov, Prof-specialty, >50K
37, Male, White, 10th, Married-civ-spouse, United-States, Private, Craft-repair, <=50K
50, Male, White, Some-college, Divorced, United-States, Federal-gov, Exec-managerial, <=50K
22, Male, White, HS-grad, Never-married, United-States, Private, Craft-repair, <=50K
40, Female, White, Assoc-acdm, Never-married, United-States, Federal-gov, Adm-clerical, <=50K
22, Female, White, Bachelors, Never-married, United-States, Private, Prof-specialty, >50K
21, Male, White, Some-college, Never-married, United-States, Private, Prof-specialty, <=50K
25, Male, Black, Assoc-acdm, Married-civ-spouse, Jamaica, Private, Handlers-cleaners, <=50K
20, Female, White, Some-college, Never-married, United-States, Private, Craft-repair, <=50K
43, Male, White, HS-grad, Married-civ-spouse, United-States, Federal-gov, Transport-moving, <=50K
29, Female, White, Assoc-voc, Never-married, United-States, Private, Exec-managerial, <=50K
32, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Sales, >50K
42, Male, White, Masters, Married-civ-spouse, United-States, Private, Sales, >50K
33, Male, Asian-Pac-Islander, HS-grad, Married-civ-spouse, South, Private, Machine-op-inspct, <=50K
27, Female, White, Some-college, Married-civ-spouse, United-States, Private, Exec-managerial, >50K
29, Male, White, Some-college, Married-civ-spouse, United-States, Private, Machine-op-inspct, <=50K
29, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Transport-moving, <=50K
20, Female, White, Some-college, Never-married, United-States, Private, Exec-managerial, <=50K
35, Male, White, 10th, Never-married, United-States, Private, Adm-clerical, <=50K
31, Male, White, Bachelors, Married-civ-spouse, Puerto-Rico, Self-emp-not-inc, Prof-specialty, >50K
33, Male, White, HS-grad, Never-married, United-States, Private, Craft-repair, <=50K
67, Male, White, Some-college, Married-civ-spouse, United-States, Private, Exec-managerial, <=50K
46, Male, White, Some-college, Married-civ-spouse, United-States, Private, Prof-specialty, <=50K
45, Female, White, 9th, Married-civ-spouse, United-States, Private, Machine-op-inspct, >50K
17, Male, White, 11th, Never-married, United-States, Local-gov, Sales, <=50K
35, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Exec-managerial, >50K
48, Male, Black, Bachelors, Married-spouse-absent, Jamaica, Self-emp-not-inc, Exec-managerial, >50K
49, Female, Black, HS-grad, Divorced, United-States, Private, Machine-op-inspct, <=50K
20, Female, White, Some-college, Never-married, United-States, Private, Sales, <=50K
27, Male, White, HS-grad, Married-civ-spouse, Canada, Private, Machine-op-inspct, <=50K
64, Male, White, Some-college, Married-civ-spouse, United-States, Private, Craft-repair, <=50K
53, Male, Black, Some-college, Separated, United-States, Federal-gov, Craft-repair, <=50K
52, Female, White, HS-grad, Divorced, United-States, Private, Adm-clerical, <=50K
29, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Craft-repair, <=50K
32, Male, White, HS-grad, Married-civ-spouse, United-States, Self-emp-inc, Craft-repair, >50K
48, Female, White, Bachelors, Married-civ-spouse, United-States, Self-emp-not-inc, Prof-specialty, >50K
30, Male, White, Some-college, Never-married, Mexico, Private, Craft-repair, <=50K
34, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Other-service, <=50K
39, Male, White, HS-grad, Never-married, United-States, Private, Prof-specialty, <=50K
28, Male, White, 11th, Never-married, United-States, Private, Handlers-cleaners, <=50K
54, Female, White, Bachelors, Never-married, United-States, Private, Prof-specialty, <=50K
24, Male, White, Some-college, Never-married, United-States, Private, Sales, <=50K
25, Female, White, HS-grad, Never-married, United-States, Private, Exec-managerial, <=50K
25, Female, White, 11th, Divorced, United-States, Private, Other-service, <=50K
48, Female, White, Some-college, Married-civ-spouse, United-States, Local-gov, Exec-managerial, >50K
24, Female, White, Bachelors, Never-married, United-States, Private, Sales, <=50K
31, Male, Asian-Pac-Islander, Some-college, Married-civ-spouse, Taiwan, Private, Sales, <=50K
47, Male, White, Some-college, Married-civ-spouse, United-States, Private, Craft-repair, >50K
19, Female, White, Some-college, Never-married, United-States, Private, Adm-clerical, <=50K
52, Male, White, Some-college, Married-civ-spouse, United-States, Self-emp-inc, Sales, >50K
52, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Adm-clerical, <=50K
60, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Transport-moving, <=50K
43, Male, White, Masters, Married-civ-spouse, United-States, Private, Prof-specialty, >50K
24, Female, White, Assoc-acdm, Divorced, United-States, Private, Other-service, <=50K
51, Female, White, HS-grad, Never-married, United-States, Private, Adm-clerical, <=50K
38, Male, White, 9th, Divorced, United-States, Self-emp-not-inc, Craft-repair, <=50K
21, Female, White, Some-college, Never-married, United-States, Private, Adm-clerical, <=50K
40, Male, White, HS-grad, Married-civ-spouse, United-States, Self-emp-inc, Adm-clerical, >50K
54, Female, White, Some-college, Widowed, United-States, Private, Exec-managerial, <=50K
35, Male, White, Bachelors, Never-married, United-States, Private, Other-service, <=50K
52, Male, Black, 11th, Separated, United-States, Private, Machine-op-inspct, <=50K
53, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Exec-managerial, >50K
35, Male, Black, HS-grad, Divorced, United-States, Private, Craft-repair, <=50K
43, Female, White, Some-college, Divorced, United-States, Self-emp-not-inc, Sales, <=50K
29, Male, White, Bachelors, Married-civ-spouse, Canada, Private, Craft-repair, <=50K
